,cpu_rating,display_density,display_height,display_size,display_width,height,memory,standby_time,talk_time,thickness,weight,width
Xiaomi-Redmi-1S_id8769,1,312,1280,7,720,137,1,,,9.9,158,69
Pantech-Pocket_id6495,3,250,800,0,600,114.7,,432,6.00,11.3,132,78
ZTE-Light-Tab-2_id6521,3,170,600,0,1024,202,5,,,12.6,389,122
GIGABYTE-GSmart-Classic-Lite_id9779,1,196,854,0,480,143,5,250,12.00,9.2,145,73
T-Mobile-myTouch-3G_id3607,3,180,480,2,320,113,5,384,7.00,15,116,56
Alcatel-OT-990A_id5616,3,165,480,5,320,116,,550,6.00,12.15,,62.2
Spice-Mobile-Stellar-524_id9188,1,294,1280,0,720,140.3,1,,,10.6,195,72.5
LG-Optimus-LTE-II_id7124,1,312,720,7,1280,,2,,,,,
Amazon-Fire-HD-10_id9653,1,149,800,1,1280,262,1,,,7.7,432,159
Haier-HG-Z2000_id5993,,,,5,,99,,400,5.83,17.3,80,43.8
Sony-Ericsson-W810_id1434,,,220,,176,100,,350,8.00,19.5,99,46
Samsung-SGH-J700_id2536,,102,160,0,128,99.5,,250,4.00,14.8,92,48
Micromax-A56-Superfone-Ninja-2_id7402,3,165,480,5,320,116,,180,4.50,11.5,110,62
Asus-VivoTab-Note-8_id8288,1,189,1280,0,800,220.9,2,,,10.95,380,133.8
ZTE-Source_id8178,1,218,854,5,480,135,1,250,15.20,10,156,67
Sanyo-Katana-LX_id2647,,102,160,0,128,94,,,4.80,17.7,96,48.2
ZTE-Orbit_id6972,3,233,800,0,480,119.4,5,220,4.66,10.2,136,63.5
Spice-Mobile-G-6565_id5813,,167,320,4,240,115.6,,200,4.00,11.5,92,50.6
Nokia-X1-01_id5572,,114,160,8,128,112.2,,1032,13.00,16,91,47.3
LG-KU970_id1990,,182,320,2,240,100,,261,2.40,13.7,120,50.6
Samsung-SPH-A620-VGA1000_id566,,,160,,128,90,,168,2.90,25,127,48
Samsung-SGH-E320_id959,,,160,,128,83.5,,144,3.00,23.5,85,46.5
Motorola-E310_id901,,,128,,128,,,288,2.00,,100,
Alcatel-OT-223A_id5323,,125,128,4,128,90,,460,6.80,19.1,70,44.5
ZTE-Imperial_id7935,1,233,800,0,480,125,1,,12.00,11,154,66
ZTE-Z432_id8904,,167,240,4,320,113.8,5,240,4.50,11.2,92,60.5
i-mate-SPL_id1837,3,182,320,2,240,114.5,,150,4.00,12,102,49
Karbonn-K-390_id6432,,79,60,8,128,108,,500,3.50,14,,46
Alcatel-OneTouch-Fire_id7741,3,165,480,5,320,115,5,280,6.70,12.2,108,62.3
Motorola-T730--T731_id617,,,160,,120,90,,195,2.50,23,115,47
HTC-8V_id7221,1,233,800,0,480,,5,,,,,
Gionee-Marathon-M5-Plus_id10062,1,367,1920,0,1080,,3,697,47.00,,211,
Samsung-SGH-D407_id1475,,,160,,128,87,,250,5.00,24,93,45.5
HTC-EVO-Shift-4G_id4979,3,259,800,6,480,117,5,146,6.00,16,167,60
Samsung-SGH-I900L-OMNIA_id3624,3,146,400,2,240,112,,430,10.00,12.5,122,56.9
LG-200C_id2385,,,128,,128,87,,240,2.50,20.5,80,47
LG-IQ-GW825_id4614,3,292,800,2,480,113,5,400,6.00,15.9,150,55
BLU-Life-Play-2_id9382,1,234,960,7,540,134.5,1,,,8.17,141,68.8
Samsung-GALAXY-Tab-3-Kids_id8115,1,170,600,0,1024,111.1,1,,,9.9,302,188
General-Mobile-DSTS1_id3897,,141,220,0,176,98,,180,3.33,19.7,90,49.7
ZTE-nubia-5S-mini_id8286,1,312,1280,7,720,137.9,2,300,,8.1,120,68.8
Motorola-ic402-Blend_id1857,,114,160,8,128,94,,135,3.33,25,125,53.5
Samsung-SPH-I330_id504,3,,240,,160,125,,174,2.83,18,165,60
Samsung-Galaxy-S4-Active_id7840,1,443,1920,0,1080,139.7,2,,17.00,9.1,151,71.3
BLU-Studio-X8-HD_id10141,1,294,1280,0,720,146,5,,,9.9,136,73.6
Motorola-i760_id1291,,,220,,176,89,,101,2.75,28,133,46
Spice-Mobile-M-5750_id5769,,143,320,8,240,112,,500,5.00,12,96,50
Nokia-6080_id1747,,,160,,128,105.4,,300,3.50,18.6,91,44.3
Nokia-3230_id988,,,208,,176,109,,150,4.00,19,110,49
Motorola-Q9h_id1978,3,167,240,4,320,118,5,480,6.50,11.8,134,67
Vertu-Constellation-Quest_id5612,,325,640,5,480,116.2,,350,7.50,12.7,165,60.8
LG-E700_id5426,,,800,,480,,,,,,,
Nokia-E65_id1956,3,,320,,240,105,,264,6.00,15.5,115,49
Samsung-Galaxy-S-Duos_id7333,3,233,800,0,480,121.5,5,570,12.83,10.5,120,63.1
ICEMOBILE-Diamond-Dust_id7177,,128,176,2,220,115,,,,12.8,,61
Videocon-A15_id7908,3,165,480,5,320,115.5,5,,,12.2,,62.2
LG-100C_id3741,,,,,,104,,240,2.50,13,70,46
Sony-Xperia-T_id7332,1,323,1280,5,720,129.4,1,450,7.00,9.35,139,67.3
BLU-Dash-Music-JR_id9017,1,233,800,0,480,125,5,600,18.00,12.5,121,63.8
BenQ-S660C--S670C_id758,,,109,,128,,,,,,,
Hitachi-SH-P300_id434,,,162,,120,130,,240,3.50,22,103,44
Videocon-V1424_id6559,,141,220,0,176,106.8,,240,3.00,15.5,,47
Sharp-AQUOS-Crystal_id8836,1,294,1280,0,720,131,5,,13.00,10,141,67
Zen-Mobile-M72_id6188,,167,320,4,240,,,960,10.00,,,
Videocon-V7500_id6041,,180,480,2,320,114.9,,408,7.00,12.6,114,56.8
Motorola-W396_id3086,,114,160,8,128,95,,400,9.16,17,94,45
Verykool-Luna-s4510_id9480,1,218,854,5,480,136,5,,,10.2,142,67.5
Sonim-XP3300-Force_id5270,,200,320,0,240,,,800,24.00,,185,
Nokia-6710-Navigator-Latin-America_id3500,3,154,320,6,240,104.8,,450,7.50,14.9,117,50.5
Samsung-Galaxy-Express_id7688,1,207,800,5,480,132.2,1,830,22.50,9.3,139,69.1
LG-KP199_id3412,,,160,,128,105,,720,11.00,15.5,84,46
BenQ-P50_id1044,3,,320,,240,120,,100,4.00,20,150,60
Samsung-SGH-Z550_id1519,,,320,,240,93,,,,17.5,95,45
Samsung-Galaxy-S5-LTE-A_id8730,1,424,1920,2,1080,142,2,,,8.1,145,72.5
Alcatel-OneTouch-Snap_id7755,1,245,960,5,540,130.3,1,440,11.00,8.99,130,67
Asus-ZenFone-3-Ultra_id10078,1,324,1920,8,1080,186.4,4,,,6.8,233,93.9
Samsung-SCH-U550_id2572,,134,220,1,176,95,,200,3.53,16,95,49
PCD-CDM-9100_id69,,,,,,127,,170,2.80,20,108,46
Plum-Debut_id7230,3,133,480,0,800,197,5,220,,13.2,388,120
Sony-Ericsson-R300_id2558,,,160,,128,101,,410,9.00,12,75,46
Verykool-s352-JASPER-II_id8763,3,165,480,5,320,118,5,168,3.00,12.35,104,63.14
Videocon-Infinium-Z45-Dazzle_id9853,1,218,854,5,480,,1,,,,,
Nokia-Lumia-620_id7593,1,246,800,8,480,115.4,5,,14.60,11,127,61.1
Emporia-SAFETYplus_id6542,,,,,,122,,75,3.00,18,,55
LAVA-ARC03_id6156,,222,320,8,240,109.6,,,,14.85,95,46.5
honor-8_id10168,1,424,1920,2,1080,145.5,3,,,7.45,153,71
Samsung-Intercept_id4620,3,146,400,2,240,113,5,300,5.50,15,139,56
Alcatel-POP-4_id9983,1,294,1280,0,720,140.7,1,,,7.99,,71.4
Samsung-Galaxy-Ace-4_id8739,1,217,800,3,480,121.4,5,,,10.8,124,62.9
Nokia-2115--2115i--2116_id1070,,,65,,95,102.4,,212,4.60,21.5,85,42.2
Alcatel-POP-4_id9984,1,267,1280,5,720,151,5,525,18.00,7.99,,77
Nokia-N95-8GB-US_id2532,3,143,320,8,240,99,5,278,5.00,21,128,53
Sony-Ericsson-J132a_id2976,,137,160,5,128,103,,450,9.00,15.3,76,45
Pantech-Swift_id7146,,143,320,8,240,109,,250,3.00,15,178,56
Samsung-SGH-E898_id1936,,,320,,240,99,,350,3.80,14.6,77,49
Sony-Ericsson-S302_id2977,,141,220,0,176,101,,300,7.00,11,79,46
HTC-One-V_id6850,3,252,800,7,480,120.3,5,,,9.24,115,59.7
ZTE-A661_id6660,,114,160,8,128,95.5,,300,4.33,14.7,85,48.3
Samsung-SGH-F210_id2265,,,160,,128,,,250,3.00,,82,
Nokia-6370_id620,,,,,,130,,300,4.00,25,128,48
Micromax-Modu-T_id5876,,182,320,2,240,75,,192,3.00,11,55,46.5
Videocon-A55HD_id8383,1,294,1280,0,720,143.9,1,,,10.1,,72.4
HP-Pre3_id5205,2,261,800,6,480,111,5,,,16,156,64
Toshiba-TS-921_id1233,,,320,,240,,,320,5.22,,148,
Samsung-Mantra_id3431,,102,160,0,128,97,,300,5.50,18,95,47
Sony-Ericsson-G502_id2849,,200,320,0,240,109,,330,9.00,13.5,84,46
Kyocera-KWC-2135_id18,,,,,,129,,150,4.00,26,133,48
Lemon-Mobiles-Duo-405_id5983,,,,4,,116,,,,14.3,95,51.6
LG-Optimus-L4-II_id7879,3,152,480,8,320,112.5,5,652,10.50,11.9,125,64.7
Samsung-SGH-D800_id1677,,,320,,240,97,,220,3.50,15,98,52
Samsung-Galaxy-Centura_id8783,3,165,480,5,320,112,5,240,7.00,11,125,61
Motorola-MOTO-i776_id3041,,,160,,128,86,,100,3.41,20,101,46
Alcatel-OT-V770A_id2757,,148,176,9,220,104,,400,7.00,10,75,52
Sanyo-Vero_id4915,,167,320,4,240,97,,,5.20,15,96,51
PCD-CDM-8300_id478,,,128,,96,117,,145,2.42,15,93,41
Samsung-SGH-X650_id1541,,,160,,128,87,,250,6.00,20.6,80,44
HTC-One-X-AT-T_id6549,1,312,1280,7,720,134.8,1,302,8.50,8.9,129,69.9
Huawei-Ascend-Y550_id8915,1,218,854,5,480,,1,,8.00,,153,
LG-Invision_id2744,,182,240,2,320,103,,250,3.00,12,81,53
Micromax-Bolt-A82_id9715,1,196,854,0,480,,5,200,5.00,,,
Benq-Siemens-SL91_id1689,,,320,,240,89,,310,3.50,23,109,47
LG-Optimus-Hub_id5760,3,165,480,5,320,113.4,,592,5.60,12.4,124,60.8
Amoi-WMA8515_id6217,,141,220,0,176,100.0,,,,13.9,87,45.4
Vertu-Constellation-Smile_id7225,3,210,640,5,360,118.2,5,400,7.00,12.2,164,54.5
Videocon-V202_id6060,,121,128,5,128,102.5,,160,4.00,10.6,,38.3
BlackBerry-Pearl-3G_id4252,,,400,,360,108,5,432,5.00,13.3,93,50
Lenovo-Vibe-X3_id9564,1,401,1920,5,1080,154,3,,31.00,9.3,175,76.5
Emporia-SMART_id9790,1,243,940,5,560,,,,,,127,
Sony-Ericsson-Jalou_id3981,,200,320,0,240,73,,350,7.00,18.2,84,45
OnePlus-One_id8603,1,401,1920,5,1080,152.9,3,,,8.9,162,75.9
Sony-Ericsson-Z320_id2209,,114,160,8,128,87,,300,7.00,20,90,47
Philips-S396_id9668,1,294,1280,0,720,141.9,1,720,28.00,9.65,151,73
Lenovo-A7000_id9268,1,267,1280,5,720,152.6,2,264,39.00,7.9,140,76.2
Samsung-Elevate_id4739,,154,320,6,240,99,,240,4.00,14.7,110,58
Xolo-Q1000s_id8220,1,294,1280,0,720,147,1,425,22.50,6.98,158,72.1
HTC-Wildfire_id4644,3,125,320,2,240,106.7,5,480,8.16,12.9,118,60.4
OPPO-F1_id10037,1,294,1280,0,720,143.5,3,,,7.25,134,71
Celkon-C70_id7312,,128,220,2,176,,,200,5.83,,,
Karbonn-K-487_id6467,,141,176,0,220,110.6,,270,4.00,13.2,88,59.5
LG-VX5300_id1555,,,160,,128,89,,190,3.00,24,93,47.5
Nokia-500_id5683,3,229,640,2,360,111.3,5,504,7.00,14.1,93,53.8
Samsung-SGH-C400_id1947,,,160,,128,85.5,,250,6.00,16,85,43.4
Samsung-SPH-Z400_id2459,,134,220,1,176,94,,,5.75,24,99,48
Micromax-Canvas-XL2_id8882,1,200,960,5,540,,1,255,8.50,,,
Ericsson-I-888_id214,,,,,,130,,80,4.25,22,197,49
LG-KG320_id1504,,,220,,176,95,,200,2.50,9.9,75,45
LG-Saber_id5031,,,,2,,115,,200,3.00,13,101,60
Samsung-Xcover-271_id4902,,200,320,0,240,120.7,,600,19.00,17.9,,53
Samsung-E2230_id5324,,116,160,8,128,109.2,,660,14.60,14.9,79,46
Verykool-i315_id6270,,,,5,,80,,120,3.00,20,76,37
LG-Optimus-7_id4879,3,246,800,8,480,125,,400,7.00,11.5,157,59.8
Toshiba-Excite-7,1,191,720,7,1280,135,1,,,8,380,206
ICEMOBILE-Blizzard-II_id6230,,128,220,2,176,107,,480,6.50,13.5,84,46
ZTE-Valet_id8341,3,165,480,5,320,118,5,360,6.00,12,130,62
Acer-Liquid-Z3_id8047,1,165,480,5,320,109,5,,,10.4,120,60
LG-Beacon_id6444,,167,400,8,240,103,,480,6.00,17,124,53
Verykool-i277_id6272,,155,400,0,240,111,,168,5.00,12.7,96,53
BLU-Studio-G_id9083,1,196,854,0,480,143,5,900,24.00,9.9,156,73.2
Micromax-X260_id5892,,128,220,2,176,110,,480,10.00,15.2,75,47
Videocon-V1544_id7061,,154,320,6,240,119,,504,18.00,16.9,,52.3
Samsung-E2530_id4951,,102,160,0,128,,,530,11.30,,86,
LG-KS500_id3102,,200,320,0,240,102.8,,300,4.00,14.9,106,49.2
Samsung-Galaxy-S5-mini_id8573,1,326,1280,5,720,131.1,5,,,9.1,120,64.8
Celkon-C360_id7294,,,,6,,,,,,,,
LAVA-Iris-370_id9374,3,165,480,5,320,110,5,250,9.80,11.5,,61.4
Samsung-Galaxy-Tab-Wi-Fi_id5393,3,170,600,0,1024,190.1,5,,,11.98,385,120.45
Verizon-Wireless-CDM8950_id3036,,141,220,0,176,94,,280,4.66,20,91,48
Karbonn-K21-Radio-Jockey_id7645,,93,160,2,128,,,250,3.50,,,
ZTE-PF200_id6974,1,256,960,3,540,,1,,,,,
ARCHOS-70-Internet-Tablet_id5282,3,133,480,0,800,201,,,,14,400,114
Samsung-Gusto_id4830,,102,160,0,128,101,,350,7.00,14,93,47
Apple-iPhone-6_id8346,1,326,1334,7,750,138.1,1,250,,6.9,129,67
Nokia-N86-8MP_id3508,3,154,320,6,240,103.4,5,315,6.30,16.5,149,51.4
Huawei-Ascend-Mate-2-4G_id8282,1,241,1280,1,720,161,2,,,9.5,202,84.7
Nokia-3570_id430,,,65,,96,119,,216,3.75,23,116,50
General-Mobile-FB1907_id3916,,157,220,8,176,106,,100,5.00,12,70,42
LAVA-Iris-503_id8388,1,220,960,0,540,143.2,5,388,5.53,10.45,172,73.3
OPPO-Find-7-mini_id8699,1,312,1280,7,720,137,1,,,7.75,128,68
Motorola-M1000_id1117,,132,320,9,208,117,,200,2.00,21.5,168,60
Asus-ZenFone-2-ZE500CL_id9370,1,294,1280,0,720,148.1,2,,28.00,10.9,155,71.5
Sony-Ericsson-T637_id771,,,160,,128,102,,315,14.00,17,92,43
LG-VX8300_id1550,,,220,,176,91,,384,3.50,23.5,110,49
Micromax-X505-PSYCH_id5900,,143,320,8,240,104.8,,120,3.00,12.9,,56
Huawei-Sonic_id5699,3,165,480,5,320,116.3,5,,,11.9,120,60.5
Samsung-Scotney_id3731,,128,220,2,176,105,,,,13.7,,49.8
LG-410G_id3255,,,128,,128,88,,168,4.00,19,81,47
Karbonn-K-15_id6884,,167,320,4,240,116,,150,4.00,12.6,84,49
Motorola-i605_id1030,,,220,,176,125,,145,7.16,29,167,50
Karbonn-Titanium-Hexa_id8659,1,401,1920,5,1080,154,2,250,5.00,6.9,140,76.8
Samsung-E1410_id3435,,111,128,6,128,108,,546,11.50,15.3,76,46
Samsung-SCH-A690_id618,,,160,,128,90,,140,3.00,25,110,50
Karbonn-K4-Titan_id7618,,154,320,6,240,118.8,,600,10.00,14.9,95,52.5
Karbonn-KT-51_id6887,,167,320,4,240,95,,240,4.00,14.85,92,52
Karbonn-K-444_id6480,,114,160,8,128,105,,600,6.00,16,100,46
LG-KM380_id2618,,200,320,0,240,108,,250,2.50,12.9,90,46
LG-Envoy-II_id7880,,128,220,2,176,99,,300,5.00,18,104,51
Panasonic-G70_id740,,,96,,128,88,,200,4.30,27,88,60
Celkon-Q3000_id9173,1,196,854,0,480,145.6,1,,22.00,10,166,72.7
Karbonn-K-604_id6889,,154,320,6,240,116,,480,3.00,13.5,,46
Asus-P535_id2743,3,143,320,8,240,109,,200,5.00,19,145,59
Cricket-CAPTR-II_id4935,,114,160,8,128,90,,250,5.00,19,80,46
LAVA-ARC21_id6157,,222,320,8,240,110,,,,14.65,81,46
Xolo-A500-Club_id9023,1,233,800,0,480,124.5,5,466,15.00,9.3,120,61.9
i-mobile-Hitz108_id6350,,,128,,128,102.2,,120,3.00,15.2,68,44
General-Mobile-e-tab-32GB_id6744,3,168,768,9,1280,237.9,5,,,10,550,163.1
Nokia-2365i--2366i_id1591,,,160,,128,81.5,,312,3.94,24,105,43
Plum-Might-Plus_id9089,1,196,854,0,480,145,5,900,24.00,9.2,175,72.8
Nokia-E72_id3785,3,167,240,4,320,114,5,480,12.50,10,128,58
Samsung-E2652-Champ-Duos_id5101,,154,320,6,240,99.9,,470,14.30,12.95,88,54.9
Karbonn-K-770i_id6452,,167,320,4,240,111,,200,3.50,14.1,95,50
ZTE-Axon_id9768,1,401,1920,5,1080,153.9,2,300,25.00,9.4,170,73.7
Ericsson-T66_id99,,,,,,92,,150,5.00,17,60,41
HTC-One-X_id6967,1,312,1280,7,720,134.36,1,,,8.9,130,69.9
Samsung-SGH-P220_id2427,,,160,,128,106,,450,7.50,15.9,78,43.9
Samsung-Galaxy-J2_id10197,1,234,960,7,540,136.5,1,,,8.4,130,69
OPPO-Find-5_id7600,1,441,1920,0,1080,141.8,2,,,8.9,165,68.8
Emporia-ELEGANCE_id5830,,114,128,8,160,109,,300,4.00,14,92,50
ZTE-Axon-Elite_id9613,1,401,1920,5,1080,154,3,,,9.3,,75
Alcatel-OT-818D_id5485,3,146,400,2,240,109.5,,600,10.00,12.3,,53.4
LG-GB170_id4316,,121,128,5,128,103,,600,10.00,13.6,,46
Nokia-2605-Mirage_id2568,,114,160,8,128,82,,240,3.50,16,66,42
Kyocera-K122_id1734,,,64,,96,104.5,,250,4.00,16.5,78,47
Alcatel-OneTouch-PIXI-3-8_id9279,1,189,800,0,1280,209,1,,,9.2,335,124
honor-5X_id9648,1,400,1920,5,1080,151.3,2,720,27.00,8.15,158,76.3
Samsung-E1310B_id4339,,113,160,8,120,91.5,,250,4.00,19.5,83,44.8
T-Mobile-G-Slate_id5124,1,168,768,9,1280,243,,273,,12,620,149
Philips-Xenium-X100_id6722,,114,160,8,128,102.8,,800,7.50,14.9,53,43.8
ZTE-Avid-Plus_id9842,1,196,854,0,480,144.8,1,350,8.00,10.9,164,72.9
Zen-Mobile-M72-Plus_id8028,,77,160,6,120,,,960,,,,
Micromax-Canvas-Elanza-2_id8683,1,294,1280,0,720,,1,240,7.50,,,
Acer-Iconia-Tab-A510_id6825,1,149,800,1,1280,175,1,,,11,698,259
ICEMOBILE-Charm-II_id8488,,,,0,,,,,,,,
Nokia-Asha-230_id8474,1,143,320,8,240,99.5,,792,11.00,13.2,89,58.6
Alcatel-OneTouch-POP-Mega_id9191,1,184,960,0,540,162.3,1,,,8.6,182,84.3
ViewSonic-ViewPad-10pi_id6834,2,,,1,,266,2,,,13.5,825,180
Kyocera-Mako-S4000_id2723,,114,160,8,128,88.9,,250,4.00,17,83,46.8
Samsung-C3212-Duos_id4158,,102,160,0,128,111.6,,322,10.00,14.2,91,47
Micromax-Bolt-A69_id8688,1,218,854,5,480,,5,350,7.00,,,
Huawei-Ascend_id4964,3,165,480,5,320,116,5,250,5.00,14,135,62
Micromax-X500_id5953,,143,320,8,240,117,,150,4.00,15,110,52
Samsung-Galaxy-TabPro-S_id9844,1,216,1440,0,2160,290.3,4,,,6.3,693,198.8
Amoi-WMA8507_id6206,,141,220,0,176,95.0,,,,17.1,93,46.0
Micromax-A115-Canvas-3D_id7891,1,187,800,0,480,,5,225,4.50,,,
Karbonn-Alfa-A93-POP_id9993,1,233,800,0,480,124,5,180,4.00,9.95,,65
Siemens-SX1_id534,,,220,,176,109,,200,4.00,19,116,56
ARCHOS-5-Internet-Tablet_id5283,3,194,800,8,480,,5,,,,286,
Alcatel-OT-585_id5468,3,141,176,0,220,105,,560,7.00,12,87,58
Samsung-OmniaLITE-B7300_id3793,3,155,400,0,240,107,5,610,11.33,12.9,103,51.8
HP-TouchPad-4G_id5709,1,132,768,7,1024,240,,,,14,740,189
Samsung-Emporio-Armani-Night-Effect_id3172,,182,320,2,240,,,330,7.00,,90,
Alcatel-OT-706_id5382,,167,320,4,240,,,450,6.00,,80,
LG-MG105--B2100_id1241,,,128,,128,105,,200,2.00,16,72,44
HTC-Magician_id935,3,,320,,240,105,,190,5.00,18,150,58
Motorola-MILESTONE-2_id4873,3,265,854,7,480,116.3,5,,,13.7,169,60.5
BlackBerry-Bold-9700-T-Mobile_id4188,,246,360,4,480,109,,456,6.00,14.1,122,60
LAVA-Iris-504-Q_id7941,1,294,1280,0,720,142.9,1,230,5.30,8.4,,72.9
Panasonic-Toughpad-FZ-X1_id8905,1,294,1280,0,720,165.1,2,1000,23.00,30.5,408,86.4
Yezz-Billy-4,1,312,1280,7,720,,1,,,,,
Nokia-220_id8476,,167,320,4,240,116.4,,696,15.00,13.2,84,50.3
Karbonn-Titanium-S21_id9826,1,218,854,5,480,132,5,136,3.00,9.3,119,67
Nokia-801_id6184,2,184,640,0,360,,5,,,,,
Samsung-SGH-X500_id1611,,,160,,128,88,,340,3.40,19,79,45
Samsung-SCH-I640_id956,,,,,,,,,,,,
Kyocera-Presto_id5557,,114,160,8,128,114,,200,3.30,13,76,46
VIZIO-Tablet_id5952,3,160,768,0,1024,206,5,,,12,540,168
Pantech-PG-C3b_id1846,,119,128,5,128,69,,250,3.00,20.3,71,43
Huawei-U1280_id5622,,200,320,0,240,,,360,4.00,,90,
Verykool-RS90-Vortex_id8074,1,245,960,5,540,144,,192,9.00,12.10,201,75.60
HTC-Desire-700_id8250,1,220,960,0,540,145.5,1,,,10.3,149,72
Alcatel-OT-E101A_id2254,,,64,,96,98,,250,5.00,18.5,69,42.5
ARCHOS-80-Cesium_id8863,1,189,1280,0,800,215,1,,,8.6,360,123
Alcatel-OT-113_id5433,3,87,64,3,96,108,,400,5.00,15.3,67,46
Micromax-Q80_id5904,,167,240,4,320,117,,120,5.00,13,118,60
Samsung-SGH-P860_id1179,,,320,,240,,,,,,,
Karbonn-K-222_id7000,,167,320,4,240,117,,200,4.00,12.5,,50
Huawei-MediaPad-M2_id9531,1,283,1920,0,1200,214.8,2,,,7.8,330,124
Xiaomi-MiPad_id8666,1,324,2048,9,1536,202.1,2,,,8.5,360,135.4
BLU-Samba-Mini_id5164,,200,240,0,320,99.5,,600,10.00,12,76,58
ARCHOS-97-Xenon_id7669,2,132,768,7,1024,,5,,,,650,
PCD-TXTM8_id3861,,103,144,2,176,97,,400,4.66,18,133,69
i-mobile-313_id4091,,121,128,5,128,106,,150,3.00,16,80,46
Asus-ZenFone-2-Laser-US_id9783,1,397,1920,5,1080,152.5,3,,,10.8,170,77.2
Xolo-Q700_id8223,1,245,960,5,540,135.8,1,380,17.00,10.2,151,67.5
BLU-Studio-Selfie-LTE_id10148,1,196,854,0,480,142.76,1,,,8.75,,72.9
Amoi-N79_id6576,3,165,480,5,320,115,,,,12.8,125,63
Alcatel-OT-E227A_id2253,,121,128,5,128,87.5,,325,10.00,21.5,70,45
Spice-Mobile-Stellar-519_id9962,1,196,854,0,480,,1,280,10.00,,,
PCD-CDM-8945_id1449,,,220,,176,89,,210,3.50,23,113,48
Motorola-i440_id5395,,114,160,8,128,97,,150,7.00,25,127,51
LG-P7200_id1337,,,220,,176,97,,200,2.00,17,105,50
ZTE-S318_id6654,,121,128,5,128,101.2,,110,3.66,14.3,63,43.2
Karbonn-KT81-Cosmos_id7045,,,,2,,,,,,,,
Samsung-E2330_id5151,,102,160,0,128,,,500,12.60,,88,
Best-Buy-Insignia-Flex_id7572,1,132,768,7,1024,236,1,,,13,680,188
Samsung-M2510_id3653,,,220,,176,99.9,,360,8.00,15.7,90,46.5
Samsung-SPH-M500_id1653,,,220,,176,94,,527,3.00,18,85,46
HTC-One-E8_id8689,1,441,1920,0,1080,146.42,2,,,9.85,145,70.67
Karbonn-Titanium-S109_id9795,1,218,854,5,480,134.8,5,,,9.9,,67.8
GIGABYTE-GSmart-t600_id2283,3,308,640,6,480,110,,150,4.00,18.5,140,55.5
Xiaomi-Mi-3_id8193,1,441,1920,0,1080,144,2,,,8.1,145,73.6
Handspring-Treo-600-GSM-edition_id584,3,,160,,160,112,,240,6.00,22,168,60
ICEMOBILE-Sol-II_id8045,,143,320,8,240,,,,,,,
Sony-Ericsson-Aino-US_id3735,,165,432,0,240,104,,380,13.00,15.5,134,50
OPPO-R7-Lite_id9635,1,294,1280,0,720,143,2,,,6.3,147,71
Motorola-v65p_id1222,,,128,,128,87,,78,3.10,32,138,45
Nokia-N77_id1953,3,167,320,4,240,111,,180,4.50,18.8,114,50
Xolo-Q700-Club_id9047,1,218,854,5,480,134.6,1,600,21.00,10.8,,67
Vertu-Signature-Touch-for-Bentley_id9941,1,424,1080,2,1920,155.00,4,,,10.80,225,74.00
Alcatel-Blaze-Duo-OT-918N_id6777,,180,480,2,320,112,5,,,12.1,123,58.6
LG-L-Bello_id8841,1,196,854,0,480,138.2,1,600,12.50,10.7,137,70.6
Lemon-Mobiles-B429_id7159,,,,4,,115.4,,720,10.00,15.3,95,49
LAVA-X10_id9870,1,294,1280,0,720,142,3,209,30.00,7.9,133,70.8
GIGABYTE-GSmart-G1317D_id5459,3,146,400,2,240,113.5,5,115,6.50,13.3,116,60
Samsung-SGH-T109_id3031,,,160,,128,89,,240,4.00,20,88,45
Samsung-Galaxy-Young-2_id8740,3,165,480,5,320,109.8,5,,,11.8,108,59.9
Sony-Ericsson-K600i_id1130,,,220,,176,104.3,,300,8.00,18.9,105,45
ZTE-Savvy_id8435,1,233,800,0,480,126,5,288,7.00,11,126,65
Haier-U50_id5984,,167,240,4,320,104,,500,7.50,16.2,75,45
ViewSonic-ViewPad-4_id5131,3,228,800,1,480,,5,,,,,
Acer-ICONIA-TAB-A100_id5234,1,170,600,0,1024,,1,,,,470,
HTC-Flyer-Wi-Fi_id5339,2,170,600,0,1024,196,1,1470,,13,420,122
Sony-Ericsson-Cedar-a_id4731,,182,320,2,240,111,,420,12.50,15.5,84,49
Asus-Transformer-Prime_id6517,1,149,800,1,1280,263,1,,,8.3,586,180.8
ZTE-C79_id2653,,,220,,176,89,,200,3.60,17,,44
Motorola-V620_id975,,,220,,176,88,,263,7.50,23,95,47
LG-KG240_id2103,,,160,,128,87,,200,3.00,22,85,46
Sanyo-SCP-3200_id2023,,114,160,8,128,89,,,3.80,20,96,46
LG-TM510_id73,,,64,,128,85,,110,3.66,29,120,48
LAVA-Flair-P1i_id9897,3,233,800,0,480,122.4,5,120,10.80,10.15,110,63.4
Alcatel-OT-990_id5503,3,165,480,5,320,116,,550,6.00,12.15,,62.2
Gionee-Pioneer-P5L_id10065,1,294,1280,0,720,143.5,1,500,24.00,8.3,147,72
ZTE-V852_id6633,,143,320,8,240,106,,,,15,,55.6
Samsung-Fluxus_id3740,,179,400,6,240,106.8,,,,13.5,,51.1
Samsung-S3100_id3858,,134,220,1,176,95,,400,8.16,14.9,99,47
Samsung-Giorgio-Armani_id2269,,,320,,240,87.5,,220,6.00,10.5,85,54.5
Spice-Mobile-M-5252_id3895,,,220,,176,110.6,,240,4.00,15.3,93,47
